ID,Prediction
224__inter-departmental_4__intrusion_5,1.0
7751__frame_34__soaring_37,0.5
214__governmental_20__machine_21,1.5
3376__deposits_9__illustrated_16,0.0
2342__knowledge_8__deal_10,0.0
2201__time_15__slipping_17,2.5
7833__described_27__parody_30,0.0
249__allows_15__constitution_13,0.5
3050__film_3__charted_13,1.0
416__recommendation_10__support_4,0.0
7656__banned_59__lose_50,0.0
268__oppose_8__urging_4,0.0
3413__swinging_8__balance_2,1.0
402__-orientated_6__business_5,0.5
3316__forms_2__Related_1,1.0
15320__telly_5__bloody_4,1.5
3261__animals_31__defy_33,0.0
318__dancing_9__uninhibited_8,0.5
414__persuasion_18__bit_16,1.0
7728__ignore_5__safely_4,0.5
7662__classification_11__currents_14,0.0
1818__spoke_12__kept_2,0.0
3270__analogue_24__design_11,0.0
289__stadia_16__bigger_15,0.5
2505__friends_14__close_13,0.5
264__conviction_7__reinforce_5,1.0
32__latter_30__appears_47,0.0
318__dancing_9__atmosphere_4,0.0
7685__term_4__borrowed_5,1.0
261__power_6__giving_4,1.0
57__union_18__reduce_14,0.0
3403__life_3__habits_4,0.0
1423__serge_28__jackboot_24,0.0
289__bigger_15__stadia_16,0.0
1427__blankness_7__dissolve_10,2.0
8__unfounded_6__regards_2,0.0
6004__head_23__swimming_20,3.0
278__music_9__manage_11,0.5
1108__riches_11__heart_14,1.5
3386__oceans_20__token_4,0.0
2416__life_7__spent_3,1.0
10565__er_8__recall_12,0.0
7690__chance_29__field_26,0.5
2177__feeling_6__exhausted_7,0.5
272__policy_40__decent_45,0.0
5873__mentioned_37__subject_17,0.0
212__quangos_4__designed_13,1.0
5943__hard_12__iron_14,1.5
256__system_28__obliged_32,0.5
7618__equation_4__Substituting_1,0.5
32__victory_39__appears_47,0.0
7757__warmth_4__approach_8,0.0
7679__magnetic_20__field_21,1.0
7670__particle_22__carried_18,1.0
3432__cons_4__subject_10,0.5
7763__trouble_3__finding_4,0.0
301__pub_26__circuit_28,0.5
430__wider_4__impact_5,1.0
7772__cultural_5__motif_6,1.0
6063__discovery_10__subject_7,0.0
265__time_24__sell_26,0.0
7642__[formula]_42__integrating_31,0.0
2391__playing_8__dynamite_11,0.0
281__WEEK_3__plethora_10,0.0
7743__engineers_6__circuit_5,0.0
3347__little_2__circlets_3,0.0
268__urging_4__oppose_8,0.0
7664__electric_24__fields_27,1.0
353__coat-hanger_53__hang_55,0.0
7907__language_48__reveal_45,1.0
5__canteen_22__modest_20,0.5
7758__repetition_11__pattern_5,0.0
7685__Using_1__term_4,1.0
10622__bloody_2__hell_3,1.5
7693__kinds_17__carriers_20,0.0
7698__edge_10__force_4,0.0
413__function_16__able_14,0.0
7728__flow_15__current_14,0.5
10283__love_8__picking_1,0.0
5__office_27__head_26,2.0
7649__Experience_1__helps_5,1.0
2355__operations_9__head-up_6,0.5
28__responds_13__charge_16,1.0
3240__ideas_3__founded_11,0.5
1825__discovery_10__astounded_2,0.0
7830__grizzled_27__survivor_28,1.0
239__well-established_13__bodies_14,1.0
273__beer_20__rest_13,0.0
7661__serve_12__sections_18,0.0
7624__A'_16__field_22,0.0
3059__instead_4__worship_7,0.0
240__funding_2__body_12,0.5
3408__browse_27__allow_23,0.0
2302__record_8__track_7,1.0
273__obliged_11__rest_13,2.0
3052__guru_9__broken_5,0.0
7675__field_23__component_19,0.0
6085__house_13__looking_10,0.5
432__fears_5__overcome_3,0.5
7934__smile_26__pale_25,2.5
5953__gust_3__dashed_6,2.0
436__onset_15__revolution_18,0.5
4__bid_11__mounted_14,0.5
2508__excruciating_16__reached_5,0.0
6130__clothes_25__caught_22,1.0
66__hundreds_26__visitors_28,0.0
3308__anatomy_17__allows_13,0.5
3406__short_15__speaking_10,0.0
0__bid_18__leading_13,0.5
3059__devoted_3__worship_7,0.0
3243__evidence_5__lines_3,1.0
6076__air_4__subdued_3,2.0
6036__total_5__retrieval_6,0.0
7678__electron_6__force_3,0.5
7614__electric_23__strength_25,1.0
7920__uncertain_15__sense_16,0.5
1146__setting_8__cool_5,1.0
7899__released_32__settling_25,0.0
73__border-free_17__promoted_12,0.0
7887__flatly_16__lying_15,0.0
7830__survivor_28__battered_25,1.0
3347__stems_16__serve_17,1.0
5913__acquaintance_12__confined_17,0.5
2441__help_2__plants_5,0.5
7685__borrowed_5__term_4,1.0
3433__reading_40__dry_39,1.0
7687__magnitudes_7__concerned_3,0.5
3425__burdened_13__armour_16,1.0
7681__force_4__[formula_9,0.0
434__people_11__handicap_21,0.5
210__unscathed_7__escapes_6,0.0
1137__burials_28__seen_22,0.0
6104__event_16__cast_12,0.5
3251__setting_24__imposes_34,0.0
3426__furious_19__rhinoceroses_21,1.0
7693__consisting_14__beam_13,0.0
7640__directly_7__derived_6,0.0
6085__meant_7__looking_10,0.0
205__machinery_14__throws_8,2.0
7661__following_17__sections_18,0.5
1137__round_15__sets_9,0.0
2320__discussed_6__lightly_7,1.0
2508__time_3__reached_5,0.0
309__oppressive_11__level_8,1.5
427__employment_11__flexible_10,1.5
7703__forces_23__larger_26,0.5
6023__contingency_8__plans_9,0.0
3430__similarity_27__passing_26,1.5
238__quango-like_15__bodies_16,0.5
66__people_40__homeless_39,0.0
7614__satisfy_17__function_9,0.0
42__clause_2__activated_7,1.0
3403__giants_7__habits_4,0.0
7760__aesthetic_23__form_15,0.0
7939__brow_42__heavy_41,2.0
7936__anguish_30__sensation_28,1.0
7675__net_8__charge_9,0.0
7636__form_26__[formula]_27,1.0
5895__anyway_5__bite_12,0.0
1140__fantasy_41__flooding_33,0.0
367__books_5__lot_3,0.5
7900__hard_20__melding_9,0.0
66__homeless_39__people_40,0.0
363__alive_5__eat_3,0.5
5939__pines_15__bowing_16,1.5
7696__represent_14__cancel_11,0.0
5892__short_24__blast_25,1.5
1812__convince_5__pack_8,0.0
396__people_17__holding_3,0.0
7710__field_27__weaker_26,1.0
12629__little_2__sod_3,2.0
5937__time_6__couple_20,0.0
2287__happens_20__curtains_24,0.0
1137__tone_11__sets_9,1.0
5954__mist_18__golden_17,3.0
7643__[formula]_28__reduces_26,0.5
224__watching_13__brief_14,1.0
358__ideas_14__source_12,1.0
22__gripped_16__life_19,3.0
7771__coloured_52__blaze_41,0.0
3270__circumstances_34__consistent_30,0.5
5904__gone_13__restrained_22,0.0
3361__finely_5__toothed_6,1.5
7__criticism_13__faced_11,1.0
4__inefficient_37__headquarters_33,0.0
7899__slowly_24__settling_25,0.0
7932__lightning_12__struck_10,0.5
296__acoustic_14__doodlings_15,2.5
7673__section_4__consider_7,0.0
1448__democracy_68__framework_65,1.5
76__presence_2__scenes_15,0.0
3426__horned_11__Protagonists_1,0.0
6108__father_6__advances_12,0.0
7932__tree_4__struck_10,0.0
7614__strength_25__[formula]_27,0.0
205__throws_8__spanner_10,0.5
2393__corporate_13__plan_14,0.5
311__takeaway_17__Chinese_22,0.5
6003__cigarette_53__butt_57,0.0
2370__corporate_4__plan_5,0.0
3394__waters_6__swimmers_2,0.0
7833__shift_52__unrelated_49,0.5
415__private_32__sector_33,0.5
7683__velocity_23__approaches_27,0.5
3295__construction_2__suggests_7,1.0
249__minority_17__capture_19,0.0
5952__summer_9__neglect_4,2.5
7928__covered_24__stretch_10,0.5
315__policy_6__determined_4,2.0
262__vote_20__tactical_19,1.0
7771__walls_37__blaze_41,3.0
266__vote_8__close_7,1.0
49__alternative_22__system_24,0.0
3287__animal_6__able_8,0.0
7762__feathered_26__furiously_25,3.0
296__name_5__lead_8,0.5
2199__trying_15__tease_17,0.0
57__reduce_14__emphasis_16,0.5
358__source_12__rich_11,1.0
10560__diary_16__lines_28,0.0
3249__evidence_22__direct_21,0.0
7731__lines_36__field_35,0.5
3394__Active_1__swimmers_2,0.0
5978__Shiva_4__rate_3,0.0
267__disarmament_12__calling_9,0.5
390__produced_42__material_36,0.5
7644__direction_15__current_14,0.0
32__course_34__appears_47,0.0
3360__resembling_7__minaret_12,0.0
6046__spirit_6__shock_11,0.0
7945__compensation_8__brought_3,0.5
7899__settling_25__released_32,0.0
1448__councillor_38__battle_35,0.0
254__programme_25__radical_24,0.5
3296__hypothesis_17__direct_13,0.0
6085__time_24__concocted_25,0.0
7871__glittering_16__shot_11,0.0
10702__penny_10__pretty_9,1.5
332__children_20__win_19,1.0
7672__word_23__household_22,1.0
12519__okay_5__divisions_3,0.0
425__becoming_7__dormitories_10,0.5
33__criticise_6__prepared_4,0.0
1445__justice_6__system_4,1.0
325__yarns_2__minefields_5,0.0
3239__creature_29__build_25,1.5
7710__field_27__makes_29,0.5
7722__proportional_18__field_22,0.0
247__nation_29__force_23,0.0
6003__joy_91__peak_89,1.5
249__allows_15__capture_19,0.0
3422__microscope_3__structure_7,0.0
3262__engineering_20__piece_18,1.0
7674__produced_15__beams_12,1.0
3403__Recently_1__looked_10,0.0
14999__reckon_9__bit_4,0.0
2806__farm_25__regulate_21,0.0
7795__people_18__stray_16,0.5
7823__grew_12__raw_9,0.0
7966__shining_6__light_5,0.0
208__proposals_7__Scattered_1,1.0
3385__trilobites_17__found_15,0.0
3423__rate_38__allow_45,0.5
5941__weather_3__held_5,0.5
7866__extravagant_19__fur_16,0.5
7945__children_12__brought_3,0.0
6009__medicine_20__branch_18,1.0
1138__churches_7__rich_5,1.5
7678__electric_2__force_3,1.0
7966__light_5__shining_6,0.5
264__Labour_9__position_13,1.0
404__handling_15__capable_13,0.0
1441__prison_29__spent_27,0.0
5887__son_22__hold_19,0.5
212__review_10__designed_13,0.0
1825__accelerating_18__provoke_24,0.0
2441__regime_9__plants_5,0.0
435__population_19__flows_20,1.0
6134__light_3__golden_2,1.5
273__stage_25__obliged_11,0.0
3043__perfectly_11__grey_12,1.0
7721__charge_6__carriers_7,0.5
58__balance_7__reflect_5,1.0
7720__question_10__arose_15,0.0
7660__follows_52__[formula]_54,0.5
332__sense_28__win_19,0.5
420__network_33__bankroll_30,0.5
7698__edge_10__beam_13,0.5
32__majority_14__hold_21,0.0
2419__built_3__plants_4,0.5
335__sentimentality_6__saved_4,1.5
12562__int_8__shared_5,0.0
2441__help_2__regime_9,0.0
3270__probably_6__answers_4,0.5
7728__ignore_5__field_8,0.0
215__policy_17__centrepiece_12,1.5
269__demands_12__rejection_10,1.0
7697__substitute_18__current_21,0.0
7900__patches_13__melding_9,0.5
5954__bushes_31__lay_21,0.0
2811__children_2__chief_25,0.0
1108__enjoys_9__heart_14,0.0
7614__equation_20__strength_25,0.0
388__technology_21__bogged_17,1.0
7688__velocity_9__close_6,0.5
301__rock_27__circuit_28,0.5
1446__shine_10__corners_14,0.0
3418__active_17__continuously_16,0.5
1415__scalp_18__crawl_19,2.5
7815__dream_8__suggest_2,2.0
57__workers_7__enjoyed_8,0.0
5892__blast_25__short_24,1.0
281__matches_18__plethora_10,0.0
2803__medieval_15__forebears_16,0.5
268__government_24__commit_21,1.0
7618__form_29__obtain_26,0.5
3251__climate_33__restraints_36,0.0
7728__determining_10__current_14,0.0
347__marriage_20__happy_19,1.5
1833__sealing_18__raise_28,0.0
2360__operations_13__planning_12,0.5
7675__electric_22__field_23,1.0
2342__knowledge_8__inside_7,1.0
7690__effect_18__cancels_20,1.0
3394__quantities_31__harvesting_29,0.0
3426__theory_5__Protagonists_1,0.5
254__ground_17__pull_13,0.0
2811__produce_33__mountains_36,2.0
3274__time_10__occupying_14,0.0
3059__Rytasha_11__worship_7,1.0
7621__value_8__assign_5,1.0
6127__drift_17__top_14,0.0
7644__relative_10__sense_3,-1.0
10539__er_5__passed_3,0.5
7834__wool_12__dark_11,0.0
58__fledged_16__system_19,1.5
415__central_16__makes_24,0.0
45__competence_21__vocational_20,1.0
7652__useful_11__potential_8,0.5
3403__habits_4__giants_7,0.5
5954__grass_28__lay_21,0.0
215__form_10__centrepiece_12,1.0
3275__trilobite_27__glimpse_18,0.0
423__house_9__business_11,0.0
356__novel_24__buried_16,2.5
12629__Crafty_1__sod_3,2.5
1441__time_24__spent_27,1.0
7901__voices_3__sexless_2,1.5
7900__mass_4__hard_20,0.0
66__photographs_8__illustrated_6,0.5
6100__inquest_11__account_7,0.0
7644__direction_15__positive_13,1.0
2329__approach_11__over-_9,0.0
12484__equations_14__addition_13,0.5
379__lagging_12__setting_15,0.5
273__rest_13__obliged_11,1.0
5998__set_13__train_15,2.0
28__campaign_4__seen_8,0.5
7654__physics_39__quantity_37,0.5
2436__agreed_14__drive_4,0.0
5950__stood_7__wrench_17,0.0
7644__convention_21__right-hand_20,0.5
435__countryside_23__flows_20,0.0
7900__patches_13__warmth_15,1.5
7749__pigment_60__sang_58,3.0
7712__ions_8__lattice_14,0.0
320__policy_3__odd_2,0.0
7644__path_7__sense_3,1.0
3415__cold-blooded_19__arisen_10,0.0
1422__learned_6__links_8,0.0
7662__currents_14__steady_13,0.5
250__socialism_44__ram_43,2.5
3270__life_19__habits_20,0.0
7619__gauge_22__[formula]_24,0.0
7693__investigate_10__beam_13,0.0
255__placate_25__ground_28,2.0
336__facing_8__sweet_22,0.0
7891__flowers_29__hair_31,1.5
7731__space_23__[formula_31,1.0
15088__laugh_16__reckon_3,0.0
2177__returned_3__feeling_6,0.0
3066__spurious_30__form_31,0.0
265__leaving_17__free_20,1.0
3373__seen_8__veining_4,0.0
2342__questions_12__deal_10,0.5
299__foray_26__brief_25,0.0
2364__empire-building_24__game_25,0.0
7642__integral_24__form_25,0.0
5892__duty_6__whistle_29,0.0
219__set_12__headed_18,0.0
10368__pound_29__rise_30,1.0
12429__total_3__Share_1,1.0
7733__drop_15__potential_14,1.0
281__lookalikes_16__surrounding_13,0.5
5920__snippet_2__inch_12,0.0
265__united_12__leaving_17,0.0
7892__pears_21__read_19,2.0
7809__fingers_19__clutching_18,0.5
232__DoE_13__operate_10,0.0
308__view_13__sweaty_10,2.0
3386__expected_10__token_4,0.0
10468__seeing_4__recall_3,0.0
431__rail_7__talk_3,0.0
7695__hence_11__field_14,0.0
213__effect_9__considers_6,0.0
7958__caps_12__cool_6,0.0
1151__huge_9__sweeps_11,0.0
3289__dwelt_33__habitually_32,0.0
1807__sent_17__team_19,0.5
3325__horseshoe-shaped_7__scars_8,0.0
7847__parody_8__serious_5,1.0
3347__intervals_12__jointed_15,0.0
2316__company_8__ladder_9,1.0
3432__theory_7__pros_2,1.0
5972__bad_22__taste_23,1.0
289__rockers_7__regarded_10,0.0
3433__reading_40__layman_43,0.0
7707__detailed_23__behaviour_24,2.0
3052__money_26__raises_25,1.5
434__worst_20__handicap_21,0.5
3330__fine_18__veins_21,0.0
14986__afternoon_7__round_4,0.0
7920__family_7__flight_4,0.0
10751__lot_8__hell_5,0.5
7871__needles_14__shot_11,3.0
373__sitting_13__fire_16,0.0
7731__flow_43__current_42,0.5
2803__forebears_16__medieval_15,0.0
7733__potential_14__drop_15,0.5
56__line_8__bring_5,0.5
6100__father_14__saved_16,0.0
7710__deflected_23__beam_20,2.0
281__litigation_12__plethora_10,2.0
5887__trying_16__considering_15,0.0
44__16-18-year-olds_7__release_6,0.0
7644__current_14__sense_3,0.0
311__Chinese_22__takeaway_17,0.0
7610__discussed_25__Section_27,1.0
6131__fleshy_19__pad_20,2.0
7751__down-_22__vanes_24,0.0
21__attractive_11__found_6,0.5
358__teacher_8__source_12,0.0
5961__None_1__allowed_4,0.0
10716__int_9__quick_8,0.0
7606__current_19__role_14,0.0
1119__commuters_12__market_16,0.0
7941__containing_7__ploughed_16,0.0
1448__break_44__grip_46,1.0
7617__choose_15__potential_17,0.5
7658__instruments_4__capable_5,1.0
7728__magnetic_7__field_8,1.0
296__doodlings_15__-absorbed_13,1.5
7762__stared_2__feathered_26,0.0
7676__magnetic_54__field_55,1.0
410__prizes_29__branches_33,0.5
7889__androgynes_7__obscured_11,3.0
7942__beginning_37__brave_36,2.0
413__telecottage_11__takes_6,0.0
7741__worth_21__trouble_23,1.0
7624__add_3__gradient_7,0.0
54__politics_48__hot-house_43,2.5
7741__hardly_20__worth_21,0.5
7693__investigate_10__contrast_2,0.0
318__atmosphere_4__whelping_11,0.0
3277__eyes_18__occupy_20,1.5
344__image_31__innocent_30,1.5
329__worse_5__bludgeoned_8,0.0
7660__curve_59__[formula]_54,0.5
2350__track_7__inside_6,0.5
2479__attractive_10__package_12,1.0
7793__coat_26__tent_24,2.0
7899__released_32__grip_34,1.0
265__voters_31__sell_26,0.5
423__country_8__business_11,0.0
5956__beauties_8__meant_15,0.5
272__comes_41__complete_42,0.0
7706__uniform_8__beam_5,0.5
7660__derive_5__law_8,0.5
7900__moving_17__frame_21,0.0
5932__rabbits_6__bloody_5,1.5
7943__cultural_22__transplantation_23,2.0
7669__negative_9__charges_10,0.0
205__throws_8__machinery_14,0.0
359__close_5__links_6,0.0
3300__limestone_8__preserved_10,1.0
67__evenings_67__drawing_69,1.0
2400__power_6__break_10,0.0
238__agencies_7__bodies_16,0.0
383__change_13__setting_10,0.5
1431__pays_2__tribute_3,0.5
7907__expression_23__restricted_20,1.0
3384__kinds_19__found_14,0.0
7710__instability_42__leading_37,0.5
7962__tones_27__responded_22,1.0
7713__magnetic_5__force_6,1.0
2268__talking_5__saga_14,0.0
333__world_13__reassuring_17,0.0
1107__cities_10__spread_7,0.0
7717__carrying_19__current-_18,2.0
7660__formulae_27__nice_26,1.0
7899__grip_34__released_32,0.5
1430__surface_9__damaged_6,0.0
329__reading_10__bludgeoned_8,3.0
1121__painting_29__courses_30,0.0
367__readable_11__lot_3,0.0
2407__wheels_2__set_6,1.0
3268__examples_23__pursued_29,0.0
1116__air_18__pervades_20,1.0
6104__omen_8__shadow_11,0.5
67__situation_51__exploited_53,0.5
3270__design_11__consistent_30,0.5
250__throats_47__ram_43,1.0
7912__agreed_4__recall_10,0.0
2201__repeat_12__boots_9,2.0
7673__uniform_21__density_19,0.5
320__diminishing_22__atmosphere_25,1.0
390__craftsmen_39__material_36,0.0
5954__house_2__lay_21,1.0
7733__current_51__flows_52,0.5
1446__dirty_13__corners_14,1.5
2393__effect_10__plan_14,0.0
361__steam_6__ran_3,2.0
7901__voices_3__rose_4,1.0
261__improve_15__giving_4,0.0
217__knock_6__keystone_9,0.0
256__system_28__inferior_25,0.5
2458__ability_12__stooging_13,0.0
1151__beach_14__sweeps_11,2.0
7697__respectively_37__refer_31,0.0
434__overcome_18__handicap_21,1.0
12562__shared_5__lines_7,0.5
12473__add_23__add_21,0.0
7763__language_7__finding_4,1.5
7675__unit_11__[formula]_13,0.0
5886__minds_25__recesses_21,1.0
381__revolution_4__untouched_12,0.0
7964__experience_31__envelops_27,2.0
321__stains_2__change_10,0.0
5852__picture_2__occupied_18,0.5
3424__mouths_9__support_21,0.0
299__brief_25__foray_26,0.0
332__sense_28__wicked_27,1.0
7817__colour_16__skin_11,0.0
7614__equation_20__satisfy_17,1.0
1138__exceptionally_4__rich_5,0.0
267__rejection_5__recommending_4,0.5
229__policing_8__leave_3,0.0
427__telecottages_4__aim_2,1.0
373__fire_16__sitting_13,0.0
7656__none_17__formulations_20,0.0
7834__browns_22__caught_24,0.0
7__commentators_16__counts_20,0.0
7690__kinds_12__cancels_20,0.0
2178__looked_18__grey_19,1.0
7674__try_38__beam_34,0.0
54__court_15__setting_9,0.0
7962__biologically_23__tones_27,0.0
7676__specified_61__[formula_63,0.0
2356__plans_8__co-ordinating_5,0.5
396__life_22__walks_20,2.0
303__strong_17__remains_15,0.0
7957__shadows_9__housing_13,0.0
2329__friendly_10__approach_11,1.0
1133__wealth_12__commemorate_10,0.5
7717__conductors_20__carrying_19,1.0
7696__opposite_15__charges_16,0.0
10373__day_6__sorry_5,1.5
7708__conclusions_5__drawn_8,1.0
10686__family_33__runs_36,0.0
5907__residing_14__considered_12,0.0
48__election_25__scoop_15,0.0
3414__debated_13__aspects_3,0.5
7915__exacerbated_13__form_9,0.5
15087__round_13__comes_12,0.5
7847__serious_5__parody_8,1.0
2421__component_9__plants_10,1.0
3067__dozen_29__dime_27,0.5
7814__name_2__suppress_7,0.0
41__accompanied_9__achieve_5,0.0
247__government_19__sought_21,0.5
381__untouched_12__revolution_4,0.0
7647__equations_31__attack_27,1.0
247__sought_21__force_23,0.0
7740__proportional_34__resistance_20,0.5
5983__minds_2__reached_5,0.5
3433__reading_40__makes_36,0.0
2331__special_7__reception_8,0.5
7612__alternative_10__formulations_11,0.5
7656__immediate_61__effect_62,0.5
6108__talking_8__advances_12,0.0
7981__judges_8__judge_2,0.0
10702__pretty_9__penny_10,2.0
7621__divergence_11__function_15,0.5
7740__electrical_19__resistance_20,0.5
7666__heading_35__section_34,0.0
8002__ignore_26__considered_24,0.0
3329__planes_11__bedding_10,1.0
7901__cold_7__rose_4,0.0
7676__[formula]_19__current_42,0.0
7717__current-_18__carrying_19,1.0
5967__car_13__met_11,2.0
3282__view_16__field_14,0.5
1427__life_13__blankness_7,0.0
3270__functional_10__design_11,0.5
7660__[formula]_54__follows_52,0.0
54__discussion_33__deserves_31,1.0
3414__aspects_3__strongly_12,0.0
7900__sometimes_8__melding_9,0.0
6052__savagery_10__cold_9,2.5
3296__confirmation_14__direct_13,1.0
246__motion_30__oppose_26,0.5
7683__comparison_16__force_12,0.0
3055__system_20__slip_25,0.0
3270__probably_6__obtained_7,0.0
6034__disc_24__lost_18,0.0
3066__teach_27__form_31,0.5
33__vote_33__power_36,0.0
247__programme_25__force_23,0.5
2248__smile_6__lit_9,2.0
6060__neo-Georgian_17__palace_18,0.0
7785__age_18__passed_16,1.5
28__language_10__seen_8,0.5
7900__melding_9__hard_20,0.0
7891__dense_28__flowers_29,1.0
10474__bloody_5__hell_6,1.5
272__complete_42__comes_41,0.0
44__required_4__release_6,0.0
1131__cat_17__greeted_25,0.5
7762__lines_27__feathered_26,2.0
7771__sunflowers_43__blaze_41,3.0
3285__lens_12__interpret_16,1.0
1127__river_38__stretch_34,0.5
43__jobs_33__skilled_32,0.5
7618__form_29__[formula]_30,0.0
10603__mean_2__gone_7,0.0
7900__frame_21__moving_17,1.0
7630__equation_8__form_25,0.0
5998__clinic_29__admitted_23,0.0
7656__effect_62__banned_59,0.0
431__commuting_5__talk_3,0.0
7962__donkey-brown_31__tones_27,1.0
381__swaths_8__untouched_12,0.0
3325__scars_8__cushions_11,0.0
5955__glazed_20__shone_18,0.0
23__money_14__lost_12,0.5
0__unbundler_3__reveals_4,1.0
7769__source_20__coiled_3,0.0
6037__hungry_25__feeling_23,1.0
7652__vector_7__potential_8,0.5
5886__deep_20__recesses_21,0.5
7683__velocity_29__approaches_27,0.5
7762__mass_23__lines_27,1.0
3257__biologically_7__related_8,0.0
45__complementary_8__goals_9,0.0
2399__rising_9__hackles_8,1.0
7682__Section_15__derived_13,0.0
249__constitution_13__effete_12,3.0
435__actually_14__reverse_17,0.0
417__bureaucratic_11__response_12,1.0
10565__look_5__recall_12,0.0
15198__punching_10__shit_11,1.0
7823__news_6__raw_3,3.0
3347__distinguish_19__serve_17,0.5
7755__late_10__habit_7,0.0
1127__house_6__run_7,1.0
6003__drops_72__laced_69,1.0
7823__news_6__raw_9,0.0
3411__left_11__allies_17,0.0
2364__fall_20__game_25,0.0
1131__querulously_27__greeted_25,1.5
3259__hunting_20__habits_21,0.0
7603__currents_2__Steady_1,0.5
10372__health_17__stamp_18,0.5
7753__grass_5__splashes_9,3.0
3423__argued_8__hand_4,0.0
7608__[formula]_28__yielding_27,0.5
376__principled_5__pair_6,2.0
7690__magnetic_25__field_26,1.0
353__hang_55__coat-hanger_53,0.0
12470__left_5__additions_4,0.5
216__superior_21__status_22,1.0
268__abolishing_26__power_29,0.5
7760__repetition_17__form_15,1.0
316__venue_25__wholesome_24,0.5
6076__changed_6__air_4,1.5
1122__book_10__couple_14,0.0
7953__wild_9__blows_10,1.0
7762__blue-green_29__lines_27,0.0
7817__dazzled_7__skin_11,1.0
7643__integral_14__current_21,0.0
2447__heard_6__strike_10,0.0
404__faxes_16__handling_15,0.5
5884__call_23__led_19,0.5
239__ones_9__merge_7,0.5
57__enjoyed_8__rights_10,0.0
7702__magnetic_14__force_15,1.0
3309__motion_22__frozen_21,2.0
3403__habits_4__looked_10,0.5
281__attached_20__release_23,0.5
2188__smiled_2__thinly_3,2.5
22__partly_7__atmosphere_13,0.0
7830__survivor_28__survivor_22,0.0
7892__read_19__androgynous_23,0.5
246__oppose_26__decided_23,0.0
7904__played_3__slaughter_6,3.0
7614__[formula]_27__strength_25,0.0
2364__bloody_23__game_25,1.0
3426__Cretaceous_16__Protagonists_1,0.0
7689__observing_13__fields_15,1.5
1812__bags_10__pack_8,0.5
3431__dinosaurs_17__closely_20,0.0
7614__satisfy_17__automatically_16,0.0
322__sect_38__home_34,0.0
7743__eqn_16__refer_14,0.0
2197__conclusion_7__coming_4,0.5
7720__arose_15__current_14,0.5
7890__self-sufficiency_49__combined_46,0.5
7965__daily_11__pabulum_17,0.0
342__story_11__bring_5,0.0
7934__creature_21__nature_17,0.5
396__meetings_5__holding_3,2.0
7656__lose_50__banned_59,0.0
7622__choice_14__freedom_12,0.5
218__challenge_7__sought_5,0.0
7892__themselves_25__androgynous_23,0.0
1815__liberated_12__mantle_16,0.0
7665__assumed_12__fields_10,0.5
7676__azimuthal_50__component_51,0.0
10747__birth_31__range_32,0.0
396__people_17__walks_20,1.0
6006__cold_21__clarity_22,3.0
7733__flows_10__current_9,0.5
358__rich_11__source_12,2.0
325__minefields_5__moral_4,3.0
7814__pleasure_22__apprehending_24,1.0
3251__restraints_36__imposes_34,0.0
289__destined_12__regarded_10,0.5
7690__electric_14__charges_15,0.5
6043__luck_5__nature_3,0.0
7663__roughly_4__divided_5,2.0
6104__shadow_11__omen_8,1.0
3424__mouths_9__giants_12,0.0
3383__live_6__preferred_4,0.0
2178__headaches_3__blinding_2,1.5
289__route_24__self-destruct_22,0.0
7728__determining_10__lines_12,0.0
5900__police_3__hunting_6,0.0
7688__particles_3__travel_5,0.0
7694__kinds_7__densities_12,0.0
3052__charity_18__distributes_36,0.5
7696__cancel_11__currents_2,1.0
422__equipment_13__sophisticated_12,1.0
7933__fall_11__dark_15,0.0
3249__evidence_22__activities_26,0.0
7647__equation_12__law_20,0.0
74__ideal_12__shattered_14,1.5
6055__father_12__communicated_8,0.0
7647__equation_12__law_24,0.0
2811__eat_8__cake_10,0.0
2378__organisation_3__wound_6,1.0
7657__popular_7__potential_3,0.5
7843__forever_24__gone_23,0.0
7763__world_17__illuminated_15,0.5
6125__able_12__bear_14,0.0
392__countries_20__world_19,0.0
7679__magnetic_2__force_3,1.0
7886__body_6__gold_5,0.0
5998__train_15__set_13,2.0
7765__write_9__plain_11,0.0
58__differences_27__remove_22,1.0
3261__analogues_41__stand_44,1.0
56__expertise_41__based_34,0.0
3399__animals_3__attracted_6,0.5
7727__magnetic_6__field_7,1.0
2397__imports_12__market_10,0.0
205__review_7__spanner_10,0.0
7642__surface_41__[formula]_42,0.0
7684__owing_7__unstable_21,-1.0
7643__theorem_5__-side_9,0.5
57__positive_9__rights_10,2.0
255__process_21__designed_23,1.0
7889__rimmed_53__bright_50,0.0
350__couple_24__spending_20,0.0
2480__permitted_12__terms_11,0.5
7660__law_8__derive_5,0.5
10686__family_39__runs_36,1.0
7731__lines_40__flow_43,1.5
7934__considered_14__smile_26,0.0
72__article_9__contents_4,0.5
7613__analogue_8__search_5,0.5
7843__excess_15__dream_12,2.0
7710__weaker_26__field_27,1.0
3052__people_41__distributes_36,0.0
1137__round_15__tone_11,0.0
253__Labour_1__acquiescing_4,0.5
272__pint_46__complete_42,0.0
7830__battered_25__survivor_28,0.0
5920__measured_9__inch_12,0.0
256__obliged_32__system_28,0.0
5896__chagrin_22__helpless_21,0.5
7720__current_14__arose_15,0.5
6076__air_4__changed_6,2.0
12548__similar_7__line_8,0.0
3050__relationship_34__uneasy_33,1.0
423__business_11__runs_6,1.0
