396__children_7__holding_3	a1m-fragment01	nmod	holding	VBG	children	NNS	‘ By holding open meetings for children and having the telecottage above the local store , people of all walks of life came in - small-scale entrepreneurs and their spouses , shop assistants , craftspeople and children . 
396__walks_20__holding_3	a1m-fragment01	advcl	walks	VBZ	holding	VBG	‘ By holding open meetings for children and having the telecottage above the local store , people of all walks of life came in - small-scale entrepreneurs and their spouses , shop assistants , craftspeople and children . 
396__people_17__holding_3	a1m-fragment01	reln-subj	holding	VBG	people	NNS	‘ By holding open meetings for children and having the telecottage above the local store , people of all walks of life came in - small-scale entrepreneurs and their spouses , shop assistants , craftspeople and children . 
396__people_17__walks_20	a1m-fragment01	nsubj	walks	VBZ	people	NNS	‘ By holding open meetings for children and having the telecottage above the local store , people of all walks of life came in - small-scale entrepreneurs and their spouses , shop assistants , craftspeople and children . 
396__holding_3__walks_20	a1m-fragment01	advcl	walks	VBZ	holding	VBG	‘ By holding open meetings for children and having the telecottage above the local store , people of all walks of life came in - small-scale entrepreneurs and their spouses , shop assistants , craftspeople and children . 
396__life_22__walks_20	a1m-fragment01	nmod	walks	VBZ	life	NN	‘ By holding open meetings for children and having the telecottage above the local store , people of all walks of life came in - small-scale entrepreneurs and their spouses , shop assistants , craftspeople and children . 
400__advanced_3__plan_6	a1m-fragment01	nsubj	plan	NN	advanced	JJ	The most advanced is a plan for five in the north of Scotland which will be funded by the Highlands and Islands Development Board and British Telecom . 
402__-orientated_6__business_5	a1m-fragment01	compound	-orientated	JJ	business	NN	‘ Two would be business -orientated and three would be community-orientated and located in schools . 
403__skills_12__sharing_11	a1m-fragment01	amod	skills	NNS	sharing	VBG	We are most interested in the idea of networking , sharing skills such as translation and using them for distance learning . ’ 
404__handling_15__capable_13	a1m-fragment01	advcl	capable	JJ	handling	VBG	Telephone cables in the region are being upgraded to ensure they are capable of handling faxes . 
404__capable_13__handling_15	a1m-fragment01	advcl	capable	JJ	handling	VBG	Telephone cables in the region are being upgraded to ensure they are capable of handling faxes . 
404__faxes_16__handling_15	a1m-fragment01	dobj	handling	VBG	faxes	NNS	Telephone cables in the region are being upgraded to ensure they are capable of handling faxes . 
405__unlikely_5__allies_6	a1m-fragment01	amod	allies	NNS	unlikely	JJ	Mr Dobbs 's more unlikely allies are the Women 's Institutes . 
410__prizes_29__branches_33	a1m-fragment01	nmod	prizes	NNS	branches	NNS	He is working on a scheme with the National Federation of WI to organise a competition to celebrate next year 's 75th anniversary by offering 10 telecottages as prizes for its 9,000 branches and he is hoping the WI will establish a pilot telecottage near its college in Denman , Oxfordshire . 
413__telecottage_11__takes_6	a1m-fragment01	nmod	takes	VBZ	telecottage	NN	Henning Albrechsten reckons that it takes three years for a telecottage to be able to function without subsidy . 
413__telecottage_11__able_14	a1m-fragment01	acl	telecottage	NN	able	JJ	Henning Albrechsten reckons that it takes three years for a telecottage to be able to function without subsidy . 
413__function_16__able_14	a1m-fragment01	xcomp	able	JJ	function	VB	Henning Albrechsten reckons that it takes three years for a telecottage to be able to function without subsidy . 
414__economies_7__mixed_6	a1m-fragment01	amod	economies	NNS	mixed	JJ	In Scandinavia , with their mixed economies , money is always available , after a bit of persuasion , from both local and central government . 
414__available_12__bit_16	a1m-fragment01	nmod	available	JJ	bit	NN	In Scandinavia , with their mixed economies , money is always available , after a bit of persuasion , from both local and central government . 
414__persuasion_18__bit_16	a1m-fragment01	nmod	bit	NN	persuasion	NN	In Scandinavia , with their mixed economies , money is always available , after a bit of persuasion , from both local and central government . 
414__money_9__bit_16	a1m-fragment01	subj-obj	money	NN	bit	NN	In Scandinavia , with their mixed economies , money is always available , after a bit of persuasion , from both local and central government . 
414__available_12__central_24	a1m-fragment01	nmod	available	JJ	central	JJ	In Scandinavia , with their mixed economies , money is always available , after a bit of persuasion , from both local and central government . 
415__regime_7__tight_5	a1m-fragment01	amod	regime	NN	tight	JJ	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__government_17__reluctance_14	a1m-fragment01	nmod	reluctance	NN	government	NN	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__makes_24__reluctance_14	a1m-fragment01	nsubj	makes	VBZ	reluctance	NN	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__regime_7__reluctance_14	a1m-fragment01	subj-obj	regime	NN	reluctance	NN	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__government_17__central_16	a1m-fragment01	amod	government	NN	central	JJ	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__makes_24__central_16	a1m-fragment01	reln-obj	makes	VBZ	central	JJ	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__regime_7__central_16	a1m-fragment01	subj-obj	regime	NN	central	JJ	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__regime_7__makes_24	a1m-fragment01	nsubj	makes	VBZ	regime	NN	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__reluctance_14__makes_24	a1m-fragment01	nsubj	makes	VBZ	reluctance	NN	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__central_16__makes_24	a1m-fragment01	reln-obj	makes	VBZ	central	JJ	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__seek_28__sector_33	a1m-fragment01	nmod	seek	VB	sector	NN	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__private_32__sector_33	a1m-fragment01	amod	sector	NN	private	JJ	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
415__funds_29__sector_33	a1m-fragment01	reln-obj	funds	NNS	sector	NN	In Britain , the tight financial regime imposed on local councils and the reluctance of central government to take on any new expenditure makes it necessary to seek funds from the private sector . 
416__government_3__support_4	a1m-fragment01	compound	support	NN	government	NN	The only government support so far has been a recommendation by the Rural Development Commission , part of the Department of the Environment , to establish a pilot scheme . 
416__recommendation_10__support_4	a1m-fragment01	nsubj	recommendation	NN	support	NN	The only government support so far has been a recommendation by the Rural Development Commission , part of the Department of the Environment , to establish a pilot scheme . 
417__typically_9__response_12	a1m-fragment01	advmod	response	NN	typically	RB	Mr Dobbs sighs : ‘ This is a typically British bureaucratic response . 
417__British_10__response_12	a1m-fragment01	amod	response	NN	British	JJ	Mr Dobbs sighs : ‘ This is a typically British bureaucratic response . 
417__bureaucratic_11__response_12	a1m-fragment01	amod	response	NN	bureaucratic	JJ	Mr Dobbs sighs : ‘ This is a typically British bureaucratic response . 
420__private_4__sector_5	a1m-fragment01	amod	sector	NN	private	JJ	As for the private sector , while BT may be happy to provide pump priming for five telecottages in the north of Scotland , it is not about to bankroll a nationwide network . 
420__provide_13__happy_11	a1m-fragment01	xcomp	happy	JJ	provide	VB	As for the private sector , while BT may be happy to provide pump priming for five telecottages in the north of Scotland , it is not about to bankroll a nationwide network . 
420__priming_15__pump_14	a1m-fragment01	compound	priming	NN	pump	NN	As for the private sector , while BT may be happy to provide pump priming for five telecottages in the north of Scotland , it is not about to bankroll a nationwide network . 
420__provide_13__priming_15	a1m-fragment01	dobj	provide	VB	priming	NN	As for the private sector , while BT may be happy to provide pump priming for five telecottages in the north of Scotland , it is not about to bankroll a nationwide network . 
420__telecottages_18__priming_15	a1m-fragment01	nmod	priming	NN	telecottages	NNS	As for the private sector , while BT may be happy to provide pump priming for five telecottages in the north of Scotland , it is not about to bankroll a nationwide network . 
420__pump_14__priming_15	a1m-fragment01	compound	priming	NN	pump	NN	As for the private sector , while BT may be happy to provide pump priming for five telecottages in the north of Scotland , it is not about to bankroll a nationwide network . 
420__network_33__bankroll_30	a1m-fragment01	dobj	bankroll	VB	network	NN	As for the private sector , while BT may be happy to provide pump priming for five telecottages in the north of Scotland , it is not about to bankroll a nationwide network . 
422__bringing_9__stake_5	a1m-fragment01	acl	stake	NN	bringing	VBG	There is more at stake here than just bringing boxes of sophisticated equipment to remote areas . 
422__equipment_13__sophisticated_12	a1m-fragment01	amod	equipment	NN	sophisticated	JJ	There is more at stake here than just bringing boxes of sophisticated equipment to remote areas . 
423__business_11__runs_6	a1m-fragment01	dobj	runs	VBZ	business	NN	As Mr Dobbs , who runs a country house restoration business from his home in Micheldever , Hampshire , says : ‘ Villages are good places to live and work . 
423__home_14__runs_6	a1m-fragment01	nmod	runs	VBZ	home	NN	As Mr Dobbs , who runs a country house restoration business from his home in Micheldever , Hampshire , says : ‘ Villages are good places to live and work . 
423__runs_6__business_11	a1m-fragment01	dobj	runs	VBZ	business	NN	As Mr Dobbs , who runs a country house restoration business from his home in Micheldever , Hampshire , says : ‘ Villages are good places to live and work . 
423__country_8__business_11	a1m-fragment01	compound	business	NN	country	NN	As Mr Dobbs , who runs a country house restoration business from his home in Micheldever , Hampshire , says : ‘ Villages are good places to live and work . 
423__house_9__business_11	a1m-fragment01	compound	business	NN	house	NN	As Mr Dobbs , who runs a country house restoration business from his home in Micheldever , Hampshire , says : ‘ Villages are good places to live and work . 
423__restoration_10__business_11	a1m-fragment01	compound	business	NN	restoration	NN	As Mr Dobbs , who runs a country house restoration business from his home in Micheldever , Hampshire , says : ‘ Villages are good places to live and work . 
424__institution_6__fantastic_5	a1m-fragment01	amod	institution	NN	fantastic	JJ	The village is a fantastic institution and they make people happier . ’ 
424__village_2__fantastic_5	a1m-fragment01	subj-obj	village	NN	fantastic	JJ	The village is a fantastic institution and they make people happier . ’ 
425__villages_3__dying_5	a1m-fragment01	nsubj	dying	VBG	villages	NNS	But the villages are dying , becoming suburbs or dormitories where few people work but many sleep . 
425__becoming_7__dying_5	a1m-fragment01	xcomp	dying	VBG	becoming	VBG	But the villages are dying , becoming suburbs or dormitories where few people work but many sleep . 
425__becoming_7__dormitories_10	a1m-fragment01	xcomp	becoming	VBG	dormitories	NNS	But the villages are dying , becoming suburbs or dormitories where few people work but many sleep . 
426__mid-Sixties_18__fell_11	a1m-fragment01	nmod	fell	VBD	mid-Sixties	NNS	Employment in agriculture , still the main rural industry , fell from over a million in the mid-Sixties to under 100,000 now . 
427__telecottages_4__aim_2	a1m-fragment01	nmod	aim	NN	telecottages	NNS	The aim of telecottages is to create well-paid , flexible employment which will provide new jobs and make existing rural industries more competitive . 
427__employment_11__flexible_10	a1m-fragment01	amod	employment	NN	flexible	JJ	The aim of telecottages is to create well-paid , flexible employment which will provide new jobs and make existing rural industries more competitive . 
428__wages_5__emphasis_2	a1m-fragment01	nmod	emphasis	NN	wages	NNS	The emphasis on high wages is important . 
430__impact_5__wider_4	a1m-fragment01	amod	impact	NN	wider	JJR	There is a wider impact , too . 
430__wider_4__impact_5	a1m-fragment01	amod	impact	NN	wider	JJR	There is a wider impact , too . 
431__abstract_2__talk_3	a1m-fragment01	amod	talk	NN	abstract	JJ	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages . 
431__commuting_5__talk_3	a1m-fragment01	acl	talk	NN	commuting	VBG	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages . 
431__rail_7__talk_3	a1m-fragment01	subj-obj	talk	NN	rail	NN	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages . 
431__commuting_5__replaced_11	a1m-fragment01	xcomp	commuting	VBG	replaced	VBN	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages . 
431__technology_14__replaced_11	a1m-fragment01	nmod	replaced	VBN	technology	NN	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages . 
431__expression_18__concrete_17	a1m-fragment01	amod	expression	NN	concrete	JJ	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages . 
432__people_2__overcome_3	a1m-fragment01	nsubj	overcome	VBP	people	NNS	Once people overcome their fears about computers and begin to use them in telecottages , they acquire their own equipment . 
432__fears_5__overcome_3	a1m-fragment01	dobj	overcome	VBP	fears	NNS	Once people overcome their fears about computers and begin to use them in telecottages , they acquire their own equipment . 
432__acquire_17__overcome_3	a1m-fragment01	advcl	acquire	VBP	overcome	VBP	Once people overcome their fears about computers and begin to use them in telecottages , they acquire their own equipment . 
434__opportunity_16__overcome_18	a1m-fragment01	acl	opportunity	NN	overcome	VB	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__handicap_21__overcome_18	a1m-fragment01	dobj	overcome	VB	handicap	NN	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__people_11__overcome_18	a1m-fragment01	reln-subj	overcome	VB	people	NNS	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__overcome_18__handicap_21	a1m-fragment01	dobj	overcome	VB	handicap	NN	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__worst_20__handicap_21	a1m-fragment01	amod	handicap	NN	worst	JJS	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__people_11__handicap_21	a1m-fragment01	subj-obj	people	NNS	handicap	NN	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__distance_24__centres_27	a1m-fragment01	nmod	distance	NN	centres	NNS	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__learning_29__centres_27	a1m-fragment01	nmod	centres	NNS	learning	NN	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
434__development_31__centres_27	a1m-fragment01	nmod	centres	NNS	development	NN	Henning Albrechsten says : ‘ Modern information technology has given people in remote regions the opportunity to overcome their worst handicap ; their distance from the centres of learning and development . ’ 
435__communities_9__strengthening_7	a1m-fragment01	dobj	strengthening	VBG	communities	NNS	He sees them as not only strengthening small communities , but also as actually beginning to reverse the population flows from the countryside to the towns . 
435__beginning_15__reverse_17	a1m-fragment01	xcomp	beginning	VBG	reverse	VB	He sees them as not only strengthening small communities , but also as actually beginning to reverse the population flows from the countryside to the towns . 
435__actually_14__reverse_17	a1m-fragment01	reln-obj	actually	RB	reverse	VB	He sees them as not only strengthening small communities , but also as actually beginning to reverse the population flows from the countryside to the towns . 
435__population_19__flows_20	a1m-fragment01	nsubj	flows	VBZ	population	NN	He sees them as not only strengthening small communities , but also as actually beginning to reverse the population flows from the countryside to the towns . 
435__countryside_23__flows_20	a1m-fragment01	nmod	flows	VBZ	countryside	NN	He sees them as not only strengthening small communities , but also as actually beginning to reverse the population flows from the countryside to the towns . 
436__onset_15__revolution_18	a1m-fragment01	nmod	onset	NN	revolution	NN	Britain , with its growing traffic problems , seems an ideal place for the onset of this revolution . 
1107__concept_5__spread_7	a3p-fragment09	nsubj	spread	VB	concept	NN	And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers . 
1107__cities_10__spread_7	a3p-fragment09	nmod	spread	VB	cities	NNS	And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers . 
1107__decade_14__spread_7	a3p-fragment09	nmod	spread	VB	decade	NN	And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers . 
1108__enjoys_9__heart_14	a3p-fragment09	nmod	enjoys	VBZ	heart	NN	The churches built on wool : Angela Lambert enjoys the riches at the heart of East Anglia 
1108__riches_11__heart_14	a3p-fragment09	reln-obj	riches	NNS	heart	NN	The churches built on wool : Angela Lambert enjoys the riches at the heart of East Anglia 
1116__air_18__preserve_15	a3p-fragment09	dobj	preserve	VB	air	NN	Lavenham and Long Melford , for example , have no telegraph poles , to preserve the timeless air that pervades them . 
1116__preserve_15__air_18	a3p-fragment09	dobj	preserve	VB	air	NN	Lavenham and Long Melford , for example , have no telegraph poles , to preserve the timeless air that pervades them . 
1116__timeless_17__air_18	a3p-fragment09	amod	air	NN	timeless	JJ	Lavenham and Long Melford , for example , have no telegraph poles , to preserve the timeless air that pervades them . 
1116__pervades_20__air_18	a3p-fragment09	acl:relcl	air	NN	pervades	VBZ	Lavenham and Long Melford , for example , have no telegraph poles , to preserve the timeless air that pervades them . 
1116__air_18__pervades_20	a3p-fragment09	acl:relcl	air	NN	pervades	VBZ	Lavenham and Long Melford , for example , have no telegraph poles , to preserve the timeless air that pervades them . 
1119__commuters_12__market_16	a3p-fragment09	appos	commuters	NNS	market	NN	Most of East Anglia 's prosperity today is due to City commuters , the second-homes market and tourism . 
1119__second-homes_15__market_16	a3p-fragment09	amod	market	NN	second-homes	JJ	Most of East Anglia 's prosperity today is due to City commuters , the second-homes market and tourism . 
1119__due_9__market_16	a3p-fragment09	reln-obj	due	JJ	market	NN	Most of East Anglia 's prosperity today is due to City commuters , the second-homes market and tourism . 
1120__directly_23__looking_22	a3p-fragment09	advmod	looking	VBG	directly	RB	The ideal hotel from which to explore is Dedham Hall , set among tall trees in the Vale of Dedham , looking directly across towards Dedham church on one side and Flatford Mill on the other : both painted by Constable . 
1120__church_27__looking_22	a3p-fragment09	nmod	looking	VBG	church	NN	The ideal hotel from which to explore is Dedham Hall , set among tall trees in the Vale of Dedham , looking directly across towards Dedham church on one side and Flatford Mill on the other : both painted by Constable . 
1121__hotel_2__lies_3	a3p-fragment09	nsubj	lies	VBZ	hotel	NN	The hotel lies in five acres of fields and garden , and the Slingos , who own it , make the most of their beautiful surroundings by running painting courses for about £200 a week ( including breakfast and dinner ) , or £90 for a long weekend . 
1121__acres_6__lies_3	a3p-fragment09	nmod	lies	VBZ	acres	NNS	The hotel lies in five acres of fields and garden , and the Slingos , who own it , make the most of their beautiful surroundings by running painting courses for about £200 a week ( including breakfast and dinner ) , or £90 for a long weekend . 
1121__courses_30__running_28	a3p-fragment09	dobj	running	VBG	courses	NNS	The hotel lies in five acres of fields and garden , and the Slingos , who own it , make the most of their beautiful surroundings by running painting courses for about £200 a week ( including breakfast and dinner ) , or £90 for a long weekend . 
1121__running_28__courses_30	a3p-fragment09	dobj	running	VBG	courses	NNS	The hotel lies in five acres of fields and garden , and the Slingos , who own it , make the most of their beautiful surroundings by running painting courses for about £200 a week ( including breakfast and dinner ) , or £90 for a long weekend . 
1121__painting_29__courses_30	a3p-fragment09	compound	courses	NNS	painting	NN	The hotel lies in five acres of fields and garden , and the Slingos , who own it , make the most of their beautiful surroundings by running painting courses for about £200 a week ( including breakfast and dinner ) , or £90 for a long weekend . 
1122__months_16__couple_14	a3p-fragment09	nmod	couple	NN	months	NNS	These are so popular that you will need to book at least a couple of months in advance . 
1122__book_10__couple_14	a3p-fragment09	reln-obj	couple	NN	book	NN	These are so popular that you will need to book at least a couple of months in advance . 
1122__months_16__advance_18	a3p-fragment09	nmod	months	NNS	advance	NN	These are so popular that you will need to book at least a couple of months in advance . 
1127__house_6__run_7	a3p-fragment09	acl	house	NN	run	VBN	It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river . 
1127__drawing_18__look_20	a3p-fragment09	nsubj	look	VB	drawing	VBG	It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river . 
1127__stretch_34__look_20	a3p-fragment09	dep	look	VB	stretch	VBP	It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river . 
1127__garden_26__look_20	a3p-fragment09	nmod	look	VB	garden	NN	It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river . 
1127__fields_30__look_20	a3p-fragment09	nmod	look	VB	fields	NNS	It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river . 
1127__look_20__stretch_34	a3p-fragment09	dep	look	VB	stretch	VBP	It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river . 
1127__river_38__stretch_34	a3p-fragment09	nmod	stretch	VBP	river	NN	It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river . 
1129__hands_3__changed_2	a3p-fragment09	dobj	changed	VBD	hands	NNS	It changed hands recently and is now run by Stephen and Janet Errington . 
1129__recently_4__changed_2	a3p-fragment09	advmod	changed	VBD	recently	RB	It changed hands recently and is now run by Stephen and Janet Errington . 
1129__changed_2__hands_3	a3p-fragment09	dobj	changed	VBD	hands	NNS	It changed hands recently and is now run by Stephen and Janet Errington . 
1129__recently_4__hands_3	a3p-fragment09	reln-obj	recently	RB	hands	NNS	It changed hands recently and is now run by Stephen and Janet Errington . 
1130__orange_14__deep_13	a3p-fragment09	amod	orange	NN	deep	JJ	After dinner there , when the moon was full and low and deep orange , we walked up the road from the hotel to Long Melford church . 
1131__cat_17__greeted_25	a3p-fragment09	nsubj	greeted	VBD	cat	NN	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1131__querulously_27__greeted_25	a3p-fragment09	advmod	greeted	VBD	querulously	RB	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1131__greeted_25__querulously_27	a3p-fragment09	advmod	greeted	VBD	querulously	RB	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1131__cat_17__querulously_27	a3p-fragment09	reln-subj	querulously	RB	cat	NN	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1131__round_32__led_29	a3p-fragment09	dep	led	VBD	round	VBP	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1131__walls_3__led_29	a3p-fragment09	nsubj	led	VBD	walls	NNS	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1131__gravestones_38__led_29	a3p-fragment09	dep	led	VBD	gravestones	NNS	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1131__floodlit_13__pale_45	a3p-fragment09	advcl	floodlit	JJ	pale	NN	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight . 
1133__churches_8__commemorate_10	a3p-fragment09	acl:relcl	churches	NNS	commemorate	VBP	Long Melford is one of the wool churches that commemorate the wealth of East Anglia in the fifteenth and sixteenth centuries . 
1133__fifteenth_18__commemorate_10	a3p-fragment09	nmod	commemorate	VBP	fifteenth	NN	Long Melford is one of the wool churches that commemorate the wealth of East Anglia in the fifteenth and sixteenth centuries . 
1133__centuries_21__commemorate_10	a3p-fragment09	nmod	commemorate	VBP	centuries	NNS	Long Melford is one of the wool churches that commemorate the wealth of East Anglia in the fifteenth and sixteenth centuries . 
1133__wealth_12__commemorate_10	a3p-fragment09	dobj	commemorate	VBP	wealth	NN	Long Melford is one of the wool churches that commemorate the wealth of East Anglia in the fifteenth and sixteenth centuries . 
1137__moving_6__deeply_5	a3p-fragment09	advmod	moving	VBG	deeply	RB	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__book_3__moving_6	a3p-fragment09	nsubj	moving	VBG	book	NN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__deeply_5__moving_6	a3p-fragment09	advmod	moving	VBG	deeply	RB	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__book_3__sets_9	a3p-fragment09	nsubj	sets	VBZ	book	NN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__tone_11__sets_9	a3p-fragment09	dobj	sets	VBZ	tone	NN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__round_15__sets_9	a3p-fragment09	nmod	sets	VBZ	round	NN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__sets_9__tone_11	a3p-fragment09	dobj	sets	VBZ	tone	NN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__book_3__tone_11	a3p-fragment09	subj-obj	book	NN	tone	NN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__round_15__tone_11	a3p-fragment09	reln-obj	tone	NN	round	NN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__building_18__seen_22	a3p-fragment09	acl:relcl	building	NN	seen	VBN	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__christenings_24__seen_22	a3p-fragment09	dobj	seen	VBN	christenings	NNS	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__marriages_26__seen_22	a3p-fragment09	dobj	seen	VBN	marriages	NNS	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1137__burials_28__seen_22	a3p-fragment09	dobj	seen	VBN	burials	NNS	The much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has seen the christenings , marriages and burials of the folk of the village for more than 600 years . 
1138__exceptionally_4__rich_5	a3p-fragment09	advmod	rich	JJ	exceptionally	RB	East Anglia is exceptionally rich in churches and cathedrals . 
1138__churches_7__rich_5	a3p-fragment09	nmod	rich	JJ	churches	NNS	East Anglia is exceptionally rich in churches and cathedrals . 
1138__cathedrals_9__rich_5	a3p-fragment09	nmod	rich	JJ	cathedrals	NNS	East Anglia is exceptionally rich in churches and cathedrals . 
1139__afternoon_15__gentle_14	a3p-fragment09	amod	afternoon	NN	gentle	JJ	There are several splendid houses near Long Melford that would make for a gentle afternoon 's potter through the rooms and possessions of the rich of a few centuries ago . 
